Year,Month,City_Region,Province,NewHousePrice_Index_Type,UOM,VALUE,STATUS,DECIMALS
1983,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",33.1,,1
1983,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",33.5,,1
1983,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",33.7,,1
1983,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",34.2,,1
1983,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",34.5,,1
1983,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",34.6,,1
1983,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",34.9,,1
1983,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",35.1,,1
1984,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",35.1,,1
1984,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",35.5,,1
1984,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",35.5,,1
1984,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",35.6,,1
1984,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",35.7,,1
1984,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",35.7,,1
1984,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",35.7,,1
1984,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",35.8,,1
1984,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",35.9,,1
1984,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",35.9,,1
1984,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",36,,1
1984,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",36.2,,1
1985,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",36.2,,1
1985,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",36.3,,1
1985,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",36.5,,1
1985,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",36.5,,1
1985,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",36.6,,1
1985,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",36.9,,1
1985,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",36.9,,1
1985,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",37.2,,1
1985,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",37.2,,1
1985,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",37.6,,1
1985,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",37.6,,1
1985,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",37.9,,1
1986,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",38.1,,1
1986,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",38.4,,1
1986,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",38.6,,1
1986,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",38.9,,1
1986,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",39,,1
1986,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",39.1,,1
1986,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",39.4,,1
1986,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",39.8,,1
1986,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",40.4,,1
1986,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",40.9,,1
1986,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",41.5,,1
1986,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",41.9,,1
1987,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",42.5,,1
1987,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",43,,1
1987,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",44,,1
1987,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",44.6,,1
1987,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",45.2,,1
1987,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",45.5,,1
1987,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",45.7,,1
1987,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",46.6,,1
1987,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",47.2,,1
1987,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",47.5,,1
1987,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",47.8,,1
1987,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",48.1,,1
1988,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",48.6,,1
1988,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",48.9,,1
1988,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",49.4,,1
1988,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",49.6,,1
1988,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",50,,1
1988,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",50,,1
1988,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",50.1,,1
1988,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",50.3,,1
1988,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",50.5,,1
1988,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",50.7,,1
1988,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",50.8,,1
1988,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",50.9,,1
1989,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",50.9,,1
1989,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",50.9,,1
1989,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",51.1,,1
1989,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",51.3,,1
1989,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",51.7,,1
1989,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",51.7,,1
1989,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",51.7,,1
1989,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",51.9,,1
1989,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",52,,1
1989,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",52.1,,1
1989,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",52.3,,1
1989,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",52.4,,1
1990,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",52.5,,1
1990,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",52.7,,1
1990,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",52.8,,1
1990,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",52.9,,1
1990,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",53,,1
1990,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.1,,1
1990,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.1,,1
1990,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.2,,1
1990,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.4,,1
1990,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.4,,1
1990,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.4,,1
1990,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.4,,1
1991,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.1,,1
1991,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.2,,1
1991,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.8,,1
1991,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.3,,1
1991,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.4,,1
1991,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.4,,1
1991,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.4,,1
1991,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.3,,1
1991,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.5,,1
1991,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.6,,1
1991,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.5,,1
1991,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.5,,1
1992,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.4,,1
1992,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.4,,1
1992,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.5,,1
1992,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.5,,1
1992,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.5,,1
1992,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.5,,1
1992,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.4,,1
1992,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.4,,1
1992,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.5,,1
1992,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.5,,1
1992,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.5,,1
1992,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.5,,1
1993,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.5,,1
1993,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.5,,1
1993,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.5,,1
1993,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.9,,1
1993,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.9,,1
1993,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.9,,1
1993,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.9,,1
1993,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",53.9,,1
1993,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",54,,1
1993,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.1,,1
1993,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.2,,1
1993,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.2,,1
1994,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",54,,1
1994,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",54,,1
1994,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.2,,1
1994,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",54,,1
1994,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.2,,1
1994,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",54,,1
1994,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",54,,1
1994,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.1,,1
1994,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.3,,1
1994,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.3,,1
1994,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.5,,1
1994,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.5,,1
1995,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.5,,1
1995,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.7,,1
1995,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.7,,1
1995,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.7,,1
1995,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.6,,1
1995,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.7,,1
1995,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.7,,1
1995,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.7,,1
1995,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.7,,1
1995,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.5,,1
1995,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.4,,1
1995,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.4,,1
1996,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.4,,1
1996,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.2,,1
1996,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.3,,1
1996,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.2,,1
1996,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.4,,1
1996,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.6,,1
1996,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.7,,1
1996,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.7,,1
1996,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.7,,1
1996,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.6,,1
1996,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.6,,1
1996,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.8,,1
1997,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.7,,1
1997,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.7,,1
1997,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.7,,1
1997,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.5,,1
1997,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.2,,1
1997,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.3,,1
1997,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.3,,1
1997,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.5,,1
1997,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.5,,1
1997,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.5,,1
1997,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.5,,1
1997,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.5,,1
1998,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.6,,1
1998,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.8,,1
1998,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.8,,1
1998,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.8,,1
1998,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.7,,1
1998,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.7,,1
1998,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.7,,1
1998,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.7,,1
1998,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.7,,1
1998,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.8,,1
1998,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.8,,1
1998,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.8,,1
1999,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.9,,1
1999,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",55.2,,1
1999,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",55.5,,1
1999,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",55.5,,1
1999,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",55.6,,1
1999,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",55.8,,1
1999,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",55.8,,1
1999,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",56.1,,1
1999,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",56.2,,1
1999,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",56.5,,1
1999,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",56.7,,1
1999,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",56.7,,1
2000,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",56.8,,1
2000,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",56.9,,1
2000,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",57.1,,1
2000,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",57.4,,1
2000,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",57.7,,1
2000,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",57.6,,1
2000,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",57.6,,1
2000,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",58.4,,1
2000,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",58.8,,1
2000,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",58.9,,1
2000,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",59.1,,1
2000,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",59.1,,1
2001,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",59.4,,1
2001,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",60,,1
2001,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",60.1,,1
2001,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",60.4,,1
2001,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",60.7,,1
2001,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",61,,1
2001,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",61,,1
2001,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",61.2,,1
2001,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",61.4,,1
2001,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",61.6,,1
2001,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",61.7,,1
2001,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",61.7,,1
2002,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",61.9,,1
2002,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",62.2,,1
2002,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",62.8,,1
2002,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",63.8,,1
2002,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",64.1,,1
2002,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",64.3,,1
2002,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",64.3,,1
2002,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",64.8,,1
2002,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",65.2,,1
2002,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",65.4,,1
2002,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",66.9,,1
2002,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",66.9,,1
2003,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",67.7,,1
2003,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",68.5,,1
2003,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",67.9,,1
2003,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",68.1,,1
2003,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",68.3,,1
2003,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",68.5,,1
2003,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",68.5,,1
2003,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",69.5,,1
2003,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",70,,1
2003,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",70.5,,1
2003,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",70.9,,1
2003,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",71.1,,1
2004,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",71.3,,1
2004,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",71.7,,1
2004,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",72.1,,1
2004,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",72.8,,1
2004,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",73.2,,1
2004,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",73.3,,1
2004,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",73.3,,1
2004,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",74,,1
2004,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",74.6,,1
2004,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",75.1,,1
2004,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",75.6,,1
2004,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",75.6,,1
2005,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",75.9,,1
2005,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",76.2,,1
2005,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",76.7,,1
2005,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",76.9,,1
2005,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",76.9,,1
2005,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",77.1,,1
2005,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",77.1,,1
2005,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",77.3,,1
2005,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",77.8,,1
2005,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",78.2,,1
2005,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",78.4,,1
2005,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",78.4,,1
2006,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",78.7,,1
2006,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",79.2,,1
2006,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",79.3,,1
2006,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",80.1,,1
2006,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",80.4,,1
2006,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",80.6,,1
2006,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",80.6,,1
2006,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",81,,1
2006,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",81.2,,1
2006,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",81.4,,1
2006,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",81.9,,1
2006,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",81.9,,1
2007,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",82.3,,1
2007,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",83.1,,1
2007,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",83.2,,1
2007,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",83.2,,1
2007,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",83.6,,1
2007,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",83.7,,1
2007,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",83.7,,1
2007,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",84.6,,1
2007,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",84.8,,1
2007,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",84.9,,1
2007,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",85.3,,1
2007,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",85.3,,1
2008,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",86,,1
2008,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",86.9,,1
2008,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",86.9,,1
2008,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",86.8,,1
2008,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",88.3,,1
2008,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",88.4,,1
2008,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",88.5,,1
2008,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",89,,1
2008,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",88.9,,1
2008,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",89,,1
2008,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",89.2,,1
2008,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",89.2,,1
2009,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",89.3,,1
2009,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",89.6,,1
2009,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",89.9,,1
2009,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",89.9,,1
2009,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",90,,1
2009,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",90.1,,1
2009,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",90.1,,1
2009,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",90.1,,1
2009,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",90.3,,1
2009,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",90.6,,1
2009,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",90.9,,1
2009,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",91.1,,1
2010,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",91.1,,1
2010,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",91.4,,1
2010,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",92.3,,1
2010,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",92.3,,1
2010,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",92.5,,1
2010,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",92.7,,1
2010,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",92.7,,1
2010,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",92.8,,1
2010,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",94.3,,1
2010,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",94.5,,1
2010,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",94.6,,1
2010,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",94.3,,1
2011,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",94.7,,1
2011,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",95,,1
2011,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",95.1,,1
2011,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",95.4,,1
2011,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",95.9,,1
2011,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",95.8,,1
2011,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",95.7,,1
2011,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",95.9,,1
2011,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",95.9,,1
2011,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",95.9,,1
2011,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",96.3,,1
2011,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",96.5,,1
2012,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",96.5,,1
2012,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",96.6,,1
2012,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",96.7,,1
2012,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",96.7,,1
2012,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",96.8,,1
2012,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",96.9,,1
2012,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",97,,1
2012,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",97,,1
2012,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",97,,1
2012,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",97.4,,1
2012,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",97.6,,1
2012,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",97.6,,1
2013,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",97.6,,1
2013,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",97.7,,1
2013,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",97.7,,1
