,Year,Month,City_Region,Province,NewHousePrice_Index_Type,UOM,VALUE,STATUS,DECIMALS
1914,1982,04,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",73.1,,1
1917,1982,04,Victoria, British Columbia,Total (house and land),"Index, 201612=100",117.4,,1
1920,1982,05,Canada,,Total (house and land),"Index, 201612=100",39.6,,1
1929,1982,05,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",36.1,,1
1947,1982,05,Saint John, Fredericton,Total (house and land),"Index, 201612=100",56.5,,1
1953,1982,05,Québec, Quebec,Total (house and land),"Index, 201612=100",33.0,,1
1962,1982,05,Montréal, Quebec,Total (house and land),"Index, 201612=100",32.1,,1
1971,1982,05,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",37.3,,1
1977,1982,05,Toronto, Ontario,Total (house and land),"Index, 201612=100",32.3,,1
1980,1982,05,Hamilton, Ontario,Total (house and land),"Index, 201612=100",33.1,,1
1983,1982,05,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",31.2,,1
1986,1982,05,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",35.9,,1
1992,1982,05,London, Ontario,Total (house and land),"Index, 201612=100",34.3,,1
1995,1982,05,Windsor, Ontario,Total (house and land),"Index, 201612=100",57.1,,1
1998,1982,05,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",58.4,,1
2007,1982,05,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",30.2,,1
2013,1982,05,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",22.6,,1
2016,1982,05,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",35.2,,1
2022,1982,05,Calgary, Alberta,Total (house and land),"Index, 201612=100",27.9,,1
2025,1982,05,Edmonton, Alberta,Total (house and land),"Index, 201612=100",36.5,,1
2034,1982,05,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",70.6,,1
2037,1982,05,Victoria, British Columbia,Total (house and land),"Index, 201612=100",116.0,,1
2040,1982,06,Canada,,Total (house and land),"Index, 201612=100",39.3,,1
2049,1982,06,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",36.1,,1
2067,1982,06,Saint John, Fredericton,Total (house and land),"Index, 201612=100",56.5,,1
2073,1982,06,Québec, Quebec,Total (house and land),"Index, 201612=100",33.0,,1
2082,1982,06,Montréal, Quebec,Total (house and land),"Index, 201612=100",32.1,,1
2091,1982,06,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",37.3,,1
2097,1982,06,Toronto, Ontario,Total (house and land),"Index, 201612=100",32.1,,1
2100,1982,06,Hamilton, Ontario,Total (house and land),"Index, 201612=100",34.2,,1
2103,1982,06,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",31.1,,1
2106,1982,06,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",36.2,,1
2112,1982,06,London, Ontario,Total (house and land),"Index, 201612=100",34.3,,1
2115,1982,06,Windsor, Ontario,Total (house and land),"Index, 201612=100",56.7,,1
2118,1982,06,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",58.4,,1
2127,1982,06,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",30.2,,1
2133,1982,06,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",22.6,,1
2136,1982,06,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",35.2,,1
2142,1982,06,Calgary, Alberta,Total (house and land),"Index, 201612=100",27.6,,1
2145,1982,06,Edmonton, Alberta,Total (house and land),"Index, 201612=100",36.3,,1
2154,1982,06,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",68.1,,1
2157,1982,06,Victoria, British Columbia,Total (house and land),"Index, 201612=100",115.2,,1
2160,1982,07,Canada,,Total (house and land),"Index, 201612=100",39.0,,1
2169,1982,07,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",36.1,,1
2187,1982,07,Saint John, Fredericton,Total (house and land),"Index, 201612=100",56.0,,1
2193,1982,07,Québec, Quebec,Total (house and land),"Index, 201612=100",33.0,,1
2202,1982,07,Montréal, Quebec,Total (house and land),"Index, 201612=100",32.3,,1
2211,1982,07,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",37.3,,1
2217,1982,07,Toronto, Ontario,Total (house and land),"Index, 201612=100",32.1,,1
2220,1982,07,Hamilton, Ontario,Total (house and land),"Index, 201612=100",34.2,,1
2223,1982,07,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",31.1,,1
2226,1982,07,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",36.2,,1
2232,1982,07,London, Ontario,Total (house and land),"Index, 201612=100",34.3,,1
2235,1982,07,Windsor, Ontario,Total (house and land),"Index, 201612=100",56.7,,1
2238,1982,07,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",58.4,,1
2247,1982,07,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",30.2,,1
2253,1982,07,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",22.6,,1
2256,1982,07,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",35.0,,1
2262,1982,07,Calgary, Alberta,Total (house and land),"Index, 201612=100",27.5,,1
2265,1982,07,Edmonton, Alberta,Total (house and land),"Index, 201612=100",36.1,,1
2274,1982,07,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",66.0,,1
2277,1982,07,Victoria, British Columbia,Total (house and land),"Index, 201612=100",109.4,,1
2280,1982,08,Canada,,Total (house and land),"Index, 201612=100",38.8,,1
2289,1982,08,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",36.1,,1
2307,1982,08,Saint John, Fredericton,Total (house and land),"Index, 201612=100",56.0,,1
2313,1982,08,Québec, Quebec,Total (house and land),"Index, 201612=100",33.3,,1
2322,1982,08,Montréal, Quebec,Total (house and land),"Index, 201612=100",32.3,,1
2331,1982,08,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",37.4,,1
2337,1982,08,Toronto, Ontario,Total (house and land),"Index, 201612=100",31.6,,1
2340,1982,08,Hamilton, Ontario,Total (house and land),"Index, 201612=100",34.2,,1
2343,1982,08,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",31.1,,1
2346,1982,08,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",36.2,,1
2352,1982,08,London, Ontario,Total (house and land),"Index, 201612=100",34.3,,1
2355,1982,08,Windsor, Ontario,Total (house and land),"Index, 201612=100",56.7,,1
2358,1982,08,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",58.0,,1
2367,1982,08,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",30.4,,1
2373,1982,08,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",22.6,,1
2376,1982,08,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",35.0,,1
2382,1982,08,Calgary, Alberta,Total (house and land),"Index, 201612=100",27.3,,1
2385,1982,08,Edmonton, Alberta,Total (house and land),"Index, 201612=100",35.7,,1
2394,1982,08,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",65.5,,1
2397,1982,08,Victoria, British Columbia,Total (house and land),"Index, 201612=100",109.1,,1
2400,1982,09,Canada,,Total (house and land),"Index, 201612=100",38.4,,1
2409,1982,09,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",36.1,,1
2427,1982,09,Saint John, Fredericton,Total (house and land),"Index, 201612=100",56.2,,1
2433,1982,09,Québec, Quebec,Total (house and land),"Index, 201612=100",33.6,,1
2442,1982,09,Montréal, Quebec,Total (house and land),"Index, 201612=100",32.4,,1
2451,1982,09,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",37.4,,1
2457,1982,09,Toronto, Ontario,Total (house and land),"Index, 201612=100",31.5,,1
2460,1982,09,Hamilton, Ontario,Total (house and land),"Index, 201612=100",34.9,,1
2463,1982,09,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",31.1,,1
2466,1982,09,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",36.2,,1
2472,1982,09,London, Ontario,Total (house and land),"Index, 201612=100",34.3,,1
2475,1982,09,Windsor, Ontario,Total (house and land),"Index, 201612=100",56.7,,1
2478,1982,09,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",58.8,,1
2487,1982,09,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",30.4,,1
2493,1982,09,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",22.6,,1
2496,1982,09,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",34.8,,1
2502,1982,09,Calgary, Alberta,Total (house and land),"Index, 201612=100",25.9,,1
2505,1982,09,Edmonton, Alberta,Total (house and land),"Index, 201612=100",35.6,,1
2514,1982,09,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",65.0,,1
2517,1982,09,Victoria, British Columbia,Total (house and land),"Index, 201612=100",105.9,,1
2520,1982,10,Canada,,Total (house and land),"Index, 201612=100",38.3,,1
2529,1982,10,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",36.1,,1
2547,1982,10,Saint John, Fredericton,Total (house and land),"Index, 201612=100",55.8,,1
2553,1982,10,Québec, Quebec,Total (house and land),"Index, 201612=100",33.6,,1
2562,1982,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",32.8,,1
2571,1982,10,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",37.9,,1
2577,1982,10,Toronto, Ontario,Total (house and land),"Index, 201612=100",31.1,,1
2580,1982,10,Hamilton, Ontario,Total (house and land),"Index, 201612=100",35.1,,1
2583,1982,10,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",31.1,,1
2586,1982,10,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",36.7,,1
2592,1982,10,London, Ontario,Total (house and land),"Index, 201612=100",34.0,,1
2595,1982,10,Windsor, Ontario,Total (house and land),"Index, 201612=100",55.4,,1
2598,1982,10,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",58.8,,1
2607,1982,10,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",30.3,,1
2613,1982,10,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",22.6,,1
2616,1982,10,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",34.8,,1
2622,1982,10,Calgary, Alberta,Total (house and land),"Index, 201612=100",25.7,,1
2625,1982,10,Edmonton, Alberta,Total (house and land),"Index, 201612=100",35.5,,1
2634,1982,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",65.2,,1
2637,1982,10,Victoria, British Columbia,Total (house and land),"Index, 201612=100",105.9,,1
2640,1982,11,Canada,,Total (house and land),"Index, 201612=100",38.0,,1
2649,1982,11,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",36.1,,1
2667,1982,11,Saint John, Fredericton,Total (house and land),"Index, 201612=100",56.0,,1
2673,1982,11,Québec, Quebec,Total (house and land),"Index, 201612=100",33.7,,1
2682,1982,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",32.5,,1
2691,1982,11,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",38.1,,1
2697,1982,11,Toronto, Ontario,Total (house and land),"Index, 201612=100",30.9,,1
2700,1982,11,Hamilton, Ontario,Total (house and land),"Index, 201612=100",35.2,,1
2703,1982,11,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",31.1,,1
2706,1982,11,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",36.7,,1
2712,1982,11,London, Ontario,Total (house and land),"Index, 201612=100",34.0,,1
2715,1982,11,Windsor, Ontario,Total (house and land),"Index, 201612=100",54.8,,1
2718,1982,11,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",58.8,,1
2727,1982,11,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",30.3,,1
2733,1982,11,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",22.7,,1
2736,1982,11,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",34.8,,1
2742,1982,11,Calgary, Alberta,Total (house and land),"Index, 201612=100",25.6,,1
2745,1982,11,Edmonton, Alberta,Total (house and land),"Index, 201612=100",34.6,,1
2754,1982,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",64.8,,1
2757,1982,11,Victoria, British Columbia,Total (house and land),"Index, 201612=100",105.9,,1
2760,1982,12,Canada,,Total (house and land),"Index, 201612=100",37.9,,1
2769,1982,12,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",36.1,,1
2787,1982,12,Saint John, Fredericton,Total (house and land),"Index, 201612=100",56.0,,1
2793,1982,12,Québec, Quebec,Total (house and land),"Index, 201612=100",33.7,,1
2802,1982,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",32.4,,1
2811,1982,12,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",38.2,,1
2817,1982,12,Toronto, Ontario,Total (house and land),"Index, 201612=100",30.7,,1
2820,1982,12,Hamilton, Ontario,Total (house and land),"Index, 201612=100",35.3,,1
2823,1982,12,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",31.9,,1
2826,1982,12,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",36.8,,1
2832,1982,12,London, Ontario,Total (house and land),"Index, 201612=100",34.0,,1
2835,1982,12,Windsor, Ontario,Total (house and land),"Index, 201612=100",54.5,,1
2838,1982,12,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",58.8,,1
2847,1982,12,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",30.0,,1
2853,1982,12,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",22.6,,1
2856,1982,12,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",34.8,,1
2862,1982,12,Calgary, Alberta,Total (house and land),"Index, 201612=100",25.3,,1
2865,1982,12,Edmonton, Alberta,Total (house and land),"Index, 201612=100",34.5,,1
2874,1982,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",64.6,,1
2877,1982,12,Victoria, British Columbia,Total (house and land),"Index, 201612=100",108.7,,1
2880,1983,01,Canada,,Total (house and land),"Index, 201612=100",37.9,,1
2889,1983,01,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",36.1,,1
2907,1983,01,Saint John, Fredericton,Total (house and land),"Index, 201612=100",56.0,,1
2913,1983,01,Québec, Quebec,Total (house and land),"Index, 201612=100",34.1,,1
2922,1983,01,Montréal, Quebec,Total (house and land),"Index, 201612=100",32.7,,1
2931,1983,01,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",38.3,,1
2937,1983,01,Toronto, Ontario,Total (house and land),"Index, 201612=100",30.7,,1
2940,1983,01,Hamilton, Ontario,Total (house and land),"Index, 201612=100",35.3,,1
2943,1983,01,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",31.9,,1
2946,1983,01,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",37.1,,1
2952,1983,01,London, Ontario,Total (house and land),"Index, 201612=100",34.0,,1
2955,1983,01,Windsor, Ontario,Total (house and land),"Index, 201612=100",54.5,,1
2958,1983,01,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",58.8,,1
2967,1983,01,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",30.0,,1
2973,1983,01,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",22.6,,1
2976,1983,01,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",34.7,,1
2982,1983,01,Calgary, Alberta,Total (house and land),"Index, 201612=100",24.9,,1
2985,1983,01,Edmonton, Alberta,Total (house and land),"Index, 201612=100",34.7,,1
2994,1983,01,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",65.1,,1
2997,1983,01,Victoria, British Columbia,Total (house and land),"Index, 201612=100",107.8,,1
3000,1983,02,Canada,,Total (house and land),"Index, 201612=100",37.9,,1
3009,1983,02,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",36.1,,1
3027,1983,02,Saint John, Fredericton,Total (house and land),"Index, 201612=100",55.9,,1
3033,1983,02,Québec, Quebec,Total (house and land),"Index, 201612=100",34.4,,1
3042,1983,02,Montréal, Quebec,Total (house and land),"Index, 201612=100",32.3,,1
3051,1983,02,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",38.9,,1
3057,1983,02,Toronto, Ontario,Total (house and land),"Index, 201612=100",30.6,,1
3060,1983,02,Hamilton, Ontario,Total (house and land),"Index, 201612=100",35.3,,1
3063,1983,02,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",31.9,,1
3066,1983,02,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",37.1,,1
3072,1983,02,London, Ontario,Total (house and land),"Index, 201612=100",34.0,,1
3075,1983,02,Windsor, Ontario,Total (house and land),"Index, 201612=100",54.5,,1
3078,1983,02,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",58.8,,1
3087,1983,02,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",30.0,,1
3093,1983,02,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",22.9,,1
3096,1983,02,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",34.6,,1
3102,1983,02,Calgary, Alberta,Total (house and land),"Index, 201612=100",24.9,,1
3105,1983,02,Edmonton, Alberta,Total (house and land),"Index, 201612=100",33.9,,1
3114,1983,02,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",65.9,,1
3117,1983,02,Victoria, British Columbia,Total (house and land),"Index, 201612=100",107.8,,1
3120,1983,03,Canada,,Total (house and land),"Index, 201612=100",37.8,,1
